language,location,latitude,longitude,Degree of endangerment
Kings River Yokuts,United States of America,,,Critically endangered
Kinikinau,Brazil,,,Critically endangered
Kinnauri,India,,,Definitely endangered
Kiong,Nigeria,,,Critically endangered
Kiowa,United States of America,,,Severely endangered
Kiowa Apache,United States of America,,,Critically endangered
KisÃªdjÃª,Brazil,,,Vulnerable
Kivallirmiutut,Canada,,,Vulnerable
Klallam,United States of America,,,Critically endangered
Ko,Sudan,,,Critically endangered
Koasati (Louisiana),United States of America,,,Definitely endangered
Koasati (Texas),United States of America,,,Definitely endangered
Koch,India,,,Definitely endangered
Koda,India,,,Vulnerable
Kodagu,India,,,Definitely endangered
Kodeoha,Indonesia,,,Vulnerable
Kofei,Indonesia,,,Severely endangered
Kogui,Colombia,,,Vulnerable
Kohi,Nepal,,,Vulnerable
Koireng,India,,,Critically endangered
Koitabu,Papua New Guinea,,,Vulnerable
Kokborok,"Bangladesh, India",,,Vulnerable
Koke,Chad,,,Severely endangered
Koko Bera,Australia,,,Severely endangered
Kokota,Solomon Islands,,,Vulnerable
Kolami,India,,,Definitely endangered
Kom,India,,,Definitely endangered
Komi,Russian Federation,,,Definitely endangered
Komo,"Ethiopia, Sudan",,,Definitely endangered
Kona,Nigeria,,,Severely endangered
Konda,India,,,Definitely endangered
Koneraw,Indonesia,,,Vulnerable
Konkow,United States of America,,,Critically endangered
Konni,Ghana,,,Vulnerable
Konyak,India,,,Vulnerable
Koraga,India,,,Critically endangered
Korana,South Africa,,,Critically endangered
Korandje,Algeria,,,Severely endangered
Koreguaje,Colombia,,,Definitely endangered
Korku,India,,,Vulnerable
Koro,Vanuatu,,,Definitely endangered
Koro,India,,,Definitely endangered
Koroni,Indonesia,,,Definitely endangered
Koroshi,Iran (Islamic Republic of),,,Critically endangered
KorÃºbo,Brazil,,,Vulnerable
Korwa,India,,,Vulnerable
Koryak,Russian Federation,,,Severely endangered
Kosraean,"Micronesia (Federated States of), Nauru",,,Severely endangered
Kota,India,,,Critically endangered
Kowaki,Papua New Guinea,,,Critically endangered
Kowiai,Indonesia,,,Vulnerable
Koyukon,United States of America,,,Critically endangered
KrahÃ´,Brazil,,,Vulnerable
Kraol,Cambodia,,,Critically endangered
Kravet,Cambodia,,,Critically endangered
Krenak,Brazil,,,Critically endangered
Kri,Lao People's Democratic Republic,,,Severely endangered
Krikati,Brazil,,,Vulnerable
Kristang,Malaysia,,,Severely endangered
Krongo,Sudan,,,Definitely endangered
Krueng,Cambodia,,,Severely endangered
Kryz,Azerbaijan,,,Severely endangered
Kua,Botswana,,,Definitely endangered
Kuay,Cambodia,,,Severely endangered
Kudu-Camo,Nigeria,,,Critically endangered
Kui,India,,,Vulnerable
Kuikuro,Brazil,,,Vulnerable
Kujarge,Chad,,,Definitely endangered
Kujubim,Brazil,,,Critically endangered
Kuk,Cameroon,,,Definitely endangered
Kukatja,Australia,,,Vulnerable
Kuku Yalanji,Australia,,,Severely endangered
Kulfa,Chad,,,Definitely endangered
Kulina PÃ¡no,Brazil,,,Severely endangered
Kului,India,,,Definitely endangered
Kulung,Nepal,,,Vulnerable
Kumak,New Caledonia (France),,,Vulnerable
KumÄle,Nepal,,,Severely endangered
Kumaoni,"India, Nepal",,,Vulnerable
Kumyk,Russian Federation,,,Vulnerable
Kumzari,Oman,,,Severely endangered
Kuna (Colombia),Colombia,,,Severely endangered
Kuna (Panama),Panama,,,Vulnerable
Kunbarlang,Australia,,,Severely endangered
Kundal Shahi,"India, Pakistan",,,Definitely endangered
Kung,Cameroon,,,Severely endangered
Kunigami,Japan,,,Definitely endangered
Kunjen,Australia,,,Critically endangered
Kunwinjku,Australia,,,Vulnerable
Kuot,Papua New Guinea,,,Vulnerable
Kurrama,Australia,,,Critically endangered
Kurripako (Brazil),Brazil,,,Vulnerable
"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",,,Definitely endangered
Kurru,India,,,Definitely endangered
KurtÃ¶p,Bhutan,,,Vulnerable
KuruÃ¡ya,Brazil,,,Critically endangered
Kuruba,India,,,Critically endangered
Kurux (Bangladesh),Bangladesh,,,Vulnerable
Kurux (India),India,,,Vulnerable
Kurux (Nepal),Nepal,,,Vulnerable
Kusunda,Nepal,,,Critically endangered
Kutenai,"Canada, United States of America",,,Severely endangered
Kuuku Ya'u,Australia,,,Critically endangered
Kuurinji,Australia,,,Definitely endangered
Kuvi,India,,,Definitely endangered
Kwak'wala,"Canada, United States of America",,,Critically endangered
Kwama,Ethiopia,,,Vulnerable
Kwansu,Indonesia,,,Vulnerable
Kwatay,Senegal,,,Severely endangered
KwazÃ¡,Brazil,,,Critically endangered
Kwegu,Ethiopia,,,Critically endangered
Kwerisa,Indonesia,,,Critically endangered
Laal,Chad,,,Critically endangered
Labo,Vanuatu,,,Vulnerable
LacandÃ³n,Mexico,,,Critically endangered
Lachi,Viet Nam,,,Definitely endangered
Ladakhi,"China, India",,,Vulnerable
Ladin,Italy,,,Definitely endangered
Laemae,China,,,Severely endangered
Lafofa,Sudan,,,Severely endangered
Laghuu,Viet Nam,,,Definitely endangered
Laha (Lao Cai),Viet Nam,,,Definitely endangered
Laha (Son La),Viet Nam,,,Definitely endangered
Lai,China,,,Definitely endangered
Laiyolo,Indonesia,,,Definitely endangered
Laji,China,,,Critically endangered
Lajia,China,,,Definitely endangered
Lak,Russian Federation,,,Vulnerable
Lake Miwok,United States of America,,,Critically endangered
Lakha,Bhutan,,,Definitely endangered
Lakon,Vanuatu,,,Vulnerable
Lakota,Canada,,,Critically endangered
Lalo,China,,,Vulnerable
Lamgang,India,,,Critically endangered
Lamongse,India,,,Critically endangered
Lamu,China,,,Critically endangered
Langa,Cameroon,,,Severely endangered
Langrong,India,,,Critically endangered
Langthang Tibetan,Nepal,,,Definitely endangered
Languedocian,France,,,Severely endangered
Lanoh,Malaysia,,,Critically endangered
Laomian (China),China,,,Definitely endangered
Laomian (Myanmar),Myanmar,,,Definitely endangered
Lardil,Australia,,,Critically endangered
Lari,Iran (Islamic Republic of),,,Definitely endangered
Laro,Sudan,,,Definitely endangered
Latgalian,"Latvia, Russian Federation",,,Vulnerable
Laua,Papua New Guinea,,,Critically endangered
Lauje,Indonesia,,,Vulnerable
Lavua,Thailand,,,Definitely endangered
Laxudumau,Papua New Guinea,,,Vulnerable
Laz,"Georgia, Turkey",,,Definitely endangered
Leco,Bolivia (Plurinational State of),,,Critically endangered
Legenyem,Indonesia,,,Vulnerable
Lehali,Vanuatu,,,Vulnerable
Lemerig,Vanuatu,,,Critically endangered
Lemolang,Indonesia,,,Vulnerable
Lengilu,Indonesia,,,Critically endangered
Lengua,Paraguay,,,Severely endangered
Lepcha,"Bhutan, India, Nepal",,,Definitely endangered
Lezgian,"Azerbaijan, Russian Federation",,,Vulnerable
Lhokpu,Bhutan,,,Definitely endangered
Lhota,India,,,Vulnerable
Liangmai,India,,,Vulnerable
Ligurian,"France, Italy, Monaco",,,Definitely endangered
Liki,Indonesia,,,Critically endangered
Likum,Papua New Guinea,,,Definitely endangered
Lillooet,Canada,,,Severely endangered
Limbu,"India, Nepal",,,Definitely endangered
Limburgian-Ripuarian,"Germany, Belgium, Netherlands",,,Vulnerable
Limirong Tibetan,Nepal,,,Definitely endangered
Limonese Creole,Costa Rica,,,Definitely endangered
Limousin,France,,,Severely endangered
Lisela,Indonesia,,,Vulnerable
Lishan Didan (Israel),Israel,,,Severely endangered
Lishana Deni (Israel),Israel,,,Severely endangered
Lishanid Noshan (Israel),Israel,,,Severely endangered
Lishpa,India,,,Definitely endangered
Livonian,Latvia,,,Critically endangered
Logol,Sudan,,,Severely endangered
Logorik,Sudan,,,Critically endangered
Logudorese,Italy,,,Definitely endangered
Lohorung,Nepal,,,Severely endangered
Loke Tibetan,Nepal,,,Definitely endangered
Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)",,,Critically endangered
Lokono (Suriname),"French Guiana (France), Suriname",,,Severely endangered
Lola,Indonesia,,,Vulnerable
Lolak,Indonesia,,,Critically endangered
Lom,Indonesia,,,Critically endangered
Lombard,"Italy, Switzerland",,,Definitely endangered
Lorediakarkar,Vanuatu,,,Critically endangered
Lorrain,"Belgium, France",,,Severely endangered
Loun,Indonesia,,,Critically endangered
Low Saxon,"Germany, Denmark, Netherlands, Poland, Russian Federation",,,Vulnerable
Lower Mixe,Mexico,,,Vulnerable
Lower Northwestern OtomÃ­,Mexico,,,Vulnerable
Lowland Chontal,Mexico,,,Critically endangered
Lowland Mazatec,Mexico,,,Vulnerable
LÃ¶yÃ¶p,Vanuatu,,,Vulnerable
Lua,Thailand,,,Definitely endangered
Lude,Russian Federation,,,Severely endangered
LuiseÃ±o,United States of America,,,Critically endangered
Lule Saami,"Norway, Sweden",,,Severely endangered
Lumun,Sudan,,,Definitely endangered
Luri,Nigeria,,,Critically endangered
Luro,India,,,Critically endangered
Lushootseed,United States of America,,,Critically endangered
Mabiri,Chad,,,Critically endangered
Machiguenga,Peru,,,Definitely endangered
Machineri (Bolivia),Bolivia (Plurinational State of),,,Severely endangered
Machineri (Brazil),Brazil,,,Vulnerable
Macuna (Brazil),Brazil,,,Vulnerable
Macuna (Colombia),Colombia,,,Definitely endangered
Macushi (Brazil),Brazil,,,Vulnerable
Macushi (Guyana),Guyana,,,Vulnerable
Madngele,Australia,,,Critically endangered
Mafea,Vanuatu,,,Definitely endangered
Magar,Nepal,,,Definitely endangered
Magori,Papua New Guinea,,,Vulnerable
Mah Meri,Malaysia,,,Severely endangered
Mahasui,India,,,Definitely endangered
Mahongwe,Gabon,,,Severely endangered
Maidu,United States of America,,,Critically endangered
Maiya,Pakistan,,,Vulnerable
Majera,Cameroon,,,Critically endangered
Majhi,Nepal,,,Severely endangered
Mak,China,,,Definitely endangered
MakÃ¡,Paraguay,,,Definitely endangered
Makah,United States of America,,,Critically endangered
Mako,Venezuela (Bolivarian Republic of),,,Critically endangered
Makolkol,Papua New Guinea,,,Critically endangered
Maku'a,Timor-Leste,,,Critically endangered
Makurap,Brazil,,,Severely endangered
Malak Malak,Australia,,,Critically endangered
Malecite,"Canada, United States of America",,,Definitely endangered
Maleng,Lao People's Democratic Republic,,,Definitely endangered
Malinaltepec Tlapanec,Mexico,,,Vulnerable
Maliseet-Passamaquoddy,United States of America,,,Severely endangered
Malmariv,Vanuatu,,,Vulnerable
Malto,India,,,Definitely endangered
Mam (Guatemala),Guatemala,,,Vulnerable
Mam (Mexico),Mexico,,,Severely endangered
Mambai,Chad,,,Severely endangered
Mancagne,Senegal,,,Vulnerable
Manchad,India,,,Vulnerable
Manchu (Amur),China,,,Critically endangered
Manchu (Nonni),China,,,Critically endangered
Manchurian Kirghiz,China,,,Critically endangered
Manchurian Ã–lÃ¶t,China,,,Severely endangered
Manda,India,,,Critically endangered
Mandaic,"Iran (Islamic Republic of), Iraq",,,Critically endangered
Mandan,United States of America,,,Critically endangered
Mandeali,India,,,Definitely endangered
Mander,Indonesia,,,Critically endangered
Mang (China),China,,,Definitely endangered
Mang (Viet Nam),Viet Nam,,,Definitely endangered
Mangareva,French Polynesia (France),,,Severely endangered
Mangarla,Australia,,,Critically endangered
Mangarrayi,Australia,,,Critically endangered
Mani,"Guinea, Sierra Leone",,,Critically endangered
Manihiki,Cook Islands,,,Definitely endangered
Maniq,Thailand,,,Definitely endangered
Maniwaki Algonquin,Canada,,,Severely endangered
Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",,,Definitely endangered
Mansim,Indonesia,,,Critically endangered
Manx,United Kingdom of Great Britain and Northern Ireland,,,Critically endangered
Mao,India,,,Vulnerable
Maonan,China,,,Vulnerable
Maori,New Zealand,,,Vulnerable
Mapuche (Argentina),Argentina,,,Severely endangered
Mapuche (Chile),Chile,,,Definitely endangered
Mara,India,,,Definitely endangered
Maram,India,,,Vulnerable
Maremgi,Indonesia,,,Definitely endangered
Mari,Papua New Guinea,,,Severely endangered
Maricopa,United States of America,,,Severely endangered
Maring,India,,,Vulnerable
Maringarr,Australia,,,Critically endangered
Mariupolitan Greek,Ukraine,,,Severely endangered
Marrisyefin,Australia,,,Critically endangered
Marrithiyel,Australia,,,Critically endangered
Martuwangka,Australia,,,Vulnerable
MarÃºbo,Brazil,,,Vulnerable
Maslam,"Cameroon, Chad",,,Severely endangered
Massalat,Chad,,,Critically endangered
Massep,Indonesia,,,Critically endangered
Matanvat,Vanuatu,,,Critically endangered
Matipu,Brazil,,,Critically endangered
MatÃ­s,Brazil,,,Vulnerable
Matlatzinca,Mexico,,,Definitely endangered
Maung,Australia,,,Vulnerable
Mawak,Papua New Guinea,,,Critically endangered
Mawayana (Brazil),"Brazil, Suriname",,,Critically endangered
Mawayana (Guyana),Guyana,,,Critically endangered
MawÃ©,Brazil,,,Vulnerable
Maxakali,Brazil,,,Vulnerable
May,"Lao People's Democratic Republic, Viet Nam",,,Definitely endangered
Mayo,Mexico,,,Critically endangered
Mayoruna (Brazil),Brazil,,,Vulnerable
Mayoruna (Peru),Peru,,,Vulnerable
MazatlÃ¡n Mazatec,Mexico,,,Vulnerable
Mbara,Chad,,,Severely endangered
"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay",,,Severely endangered
Mbya Guarani (Brazil),Brazil,,,Vulnerable
Mbya Guarani (Paraguay),Paraguay,,,Definitely endangered
Mebengokre,Brazil,,,Vulnerable
Mech,India,,,Severely endangered
Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia",,,Severely endangered
MehinÃ¡ku,Brazil,,,Vulnerable
Mehri,"Oman, Yemen",,,Definitely endangered
Meithei,India,,,Vulnerable
Menik,Senegal,,,Definitely endangered
Menominee,United States of America,,,Critically endangered
Menri',Malaysia,,,Critically endangered
Meriam Mir,Australia,,,Definitely endangered
Mescalero-Chiricahua Apache (New Mexico),United States of America,,,Definitely endangered
Mescalero-Chiricahua Apache (Oklahoma),United States of America,,,Critically endangered
Mewahang,Nepal,,,Severely endangered
Mezquital OtomÃ­,Mexico,,,Definitely endangered
Michif,Canada,,,Critically endangered
Micmac (Canada),Canada,,,Vulnerable
Micmac (Massachusetts),United States of America,,,Definitely endangered
Miji,India,,,Definitely endangered
Miju,"China, India",,,Vulnerable
Mikasuki,United States of America,,,Vulnerable
Milang,India,,,Definitely endangered
Miltu,Chad,,,Critically endangered
Mindiri,Papua New Guinea,,,Severely endangered
Mingrelian,Georgia,,,Definitely endangered
Minhe Monguor,China,,,Definitely endangered
Minyong,India,,,Vulnerable
Miqie,China,,,Definitely endangered
MiraÃ±a (Brazil),Brazil,,,Critically endangered
MiraÃ±a (Colombia),Colombia,,,Severely endangered
MiritÃ­ Tapuia,Brazil,,,Critically endangered
Miriwoong,Australia,,,Critically endangered
Misantla Totonac,Mexico,,,Critically endangered
Mising,India,,,Definitely endangered
Miskito (Honduras),Honduras,,,Vulnerable
Miskito (Nicaragua),Nicaragua,,,Vulnerable
Mixtec of San Miguel Piedras,Mexico,,,Severely endangered
Mixtec of San Pedro TidaÃ¡,Mexico,,,Severely endangered
Mixtec of Santa Cruz Itundujia,Mexico,,,Definitely endangered
Mixtec of Santa InÃ©s de Zaragoza,Mexico,,,Definitely endangered
Mixtec of the central Ravine,Mexico,,,Definitely endangered
Mixtec of the northeast lowlands,Mexico,,,Severely endangered
Mixtec of the Puebla-Oaxaca border,Mexico,,,Definitely endangered
Mixtec of the southwest of Puebla,Mexico,,,Definitely endangered
Mixtec of Tlaltempan,Mexico,,,Definitely endangered
Mixtec of Villa de Tututepec,Mexico,,,Definitely endangered
Mixtec of ZapotitlÃ¡n,Mexico,,,Severely endangered
Miyako,Japan,,,Definitely endangered
Mizo,India,,,Vulnerable
Mlabri,"Lao People's Democratic Republic, Thailand",,,Definitely endangered
Mlomp,Senegal,,,Critically endangered
Mo'ang (China),China,,,Definitely endangered
Mo'ang (Viet Nam),Viet Nam,,,Definitely endangered
Mo'da,Sudan,,,Critically endangered
MÃ²cheno,Italy,,,Definitely endangered
MocovÃ­,Argentina,,,Definitely endangered
Moere,Papua New Guinea,,,Severely endangered
Moghol,Afghanistan,,,Critically endangered
Mohave (Arizona),United States of America,,,Severely endangered
Mohave (California),United States of America,,,Severely endangered
"Mohawk (Akwesasne, St. Regis)",United States of America,,,Definitely endangered
Mohawk (Ganienkeh),United States of America,,,Definitely endangered
Mohawk (Kahnawake),Canada,,,Definitely endangered
Mohawk (Kanatsiohareke),United States of America,,,Definitely endangered
Mohawk (Kanesatake),Canada,,,Definitely endangered
Mohawk (Six nations),Canada,,,Definitely endangered
Mohawk (Tyendinega),Canada,,,Definitely endangered
Mohawk (Wahta),Canada,,,Definitely endangered
Mojo,Bolivia (Plurinational State of),,,Definitely endangered
Mok (China),China,,,Definitely endangered
Mok (Lao PDR),Lao People's Democratic Republic,,,Definitely endangered
"Mok (Myanmar, Thailand)","Myanmar, Thailand",,,Definitely endangered
Mokilese,Micronesia (Federated States of),,,Critically endangered
Moklen,"Myanmar, Thailand",,,Definitely endangered
Moksha,Russian Federation,,,Definitely endangered
Molise Croatian,Italy,,,Severely endangered
Molo,Sudan,,,Critically endangered
Momuna,Indonesia,,,Vulnerable
Mon,"Myanmar, Thailand",,,Vulnerable
Mono,Cameroon,,,Critically endangered
Mono (Eastern),United States of America,,,Critically endangered
Mono (Western),United States of America,,,Critically endangered
Montana Salish,United States of America,,,Critically endangered
Moose Cree,Canada,,,Vulnerable
MopÃ¡n (Belize),Belize,,,Severely endangered
MopÃ¡n (Guatemala),Guatemala,,,Severely endangered
Mor,Indonesia,,,Severely endangered
Moraori,Indonesia,,,Severely endangered
MorÃ©,Bolivia (Plurinational State of),,,Critically endangered
Mores,Vanuatu,,,Severely endangered
Moro,Sudan,,,Definitely endangered
Moroccan Judeo-Arabic (Israel),Israel,,,Definitely endangered
Moroccan Judeo-Arabic (Morocco),Morocco,,,Severely endangered
Morokodo,Sudan,,,Severely endangered
Mortlockese,Micronesia (Federated States of),,,Definitely endangered
Moselle Franconian,"Germany, Belgium, France, Luxembourg",,,Vulnerable
MosetÃ©n,Bolivia (Plurinational State of),,,Severely endangered
Mosimo,Papua New Guinea,,,Severely endangered
Mosquitia Creole,Nicaragua,,,Definitely endangered
Motocintlec,Mexico,,,Critically endangered
Motuo Menba,"China, India",,,Definitely endangered
Mountain GuarijÃ­o,Mexico,,,Vulnerable
Movima,Bolivia (Plurinational State of),,,Severely endangered
Moyon,India,,,Definitely endangered
Mpi,Thailand,,,Definitely endangered
Mra,"China, India",,,Critically endangered
Mru,Myanmar,,,Severely endangered
Mt. Iraya Agta,Philippines,,,Definitely endangered
Muda,China,,,Vulnerable
Mudburra,Australia,,,Severely endangered
Muinane,Colombia,,,Definitely endangered
Muji,China,,,Definitely endangered
Mulam,China,,,Vulnerable
Mulao,China,,,Severely endangered
Mundari,India,,,Vulnerable
MundurukÃº,Brazil,,,Vulnerable
Munichi,Peru,,,Critically endangered
Munji,Afghanistan,,,Severely endangered
Munsee (Canada),Canada,,,Critically endangered
Munsee (United States of America),United States of America,,,Critically endangered
Muot,India,,,Critically endangered
Murik,Papua New Guinea,,,Vulnerable
Mursi,Ethiopia,,,Vulnerable
Musan,Papua New Guinea,,,Severely endangered
Musom,Papua New Guinea,,,Definitely endangered
Mussau-Emira,Papua New Guinea,,,Definitely endangered
Muya,China,,,Vulnerable
Mvanip,Nigeria,,,Critically endangered
Mwatebu,Papua New Guinea,,,Definitely endangered
Mwesen,Vanuatu,,,Critically endangered
Myky,Brazil,,,Vulnerable
Mzieme,India,,,Vulnerable
Na,"China, India",,,Critically endangered
Naati,Vanuatu,,,Critically endangered
Nachiring,Nepal,,,Severely endangered
NadÃ«b,Brazil,,,Definitely endangered
Nafi,Papua New Guinea,,,Severely endangered
Nafusi,Libyan Arab Jamahiriya,,,Severely endangered
Nahali,India,,,Definitely endangered
Nahukwa,Brazil,,,Definitely endangered
Naiki,India,,,Critically endangered
Nakkara,Australia,,,Severely endangered
Nalu,Guinea,,,Definitely endangered
Naluo,China,,,Vulnerable
Naman,Vanuatu,,,Critically endangered
Nambiquara do Norte,Brazil,,,Vulnerable
Nambiquara do Sul,Brazil,,,Vulnerable
Namonuito,Micronesia (Federated States of),,,Severely endangered
Namuyi,China,,,Vulnerable
Nanay,"China, Russian Federation",,,Severely endangered
Ã‘andeva Guarani,Brazil,,,Vulnerable
Nanti,Peru,,,Vulnerable
Napu,Indonesia,,,Vulnerable
Narau,Indonesia,,,Severely endangered
Narim,Sudan,,,Definitely endangered
Narpa,Nepal,,,Definitely endangered
Nasarian,Vanuatu,,,Critically endangered
Naskapi,Canada,,,Vulnerable
Natanzi,Iran (Islamic Republic of),,,Severely endangered
Nataoran,China,,,Critically endangered
Natsilingmiutut,Canada,,,Vulnerable
Naueti,Timor-Leste,,,Vulnerable
Nauna,Papua New Guinea,,,Vulnerable
Nauruan,Nauru,,,Severely endangered
Navajo,United States of America,,,Vulnerable
Navwien,Vanuatu,,,Critically endangered
Nayi,Ethiopia,,,Vulnerable
Nayini,Iran (Islamic Republic of),,,Severely endangered
Ndai,Cameroon,,,Critically endangered
Nding,Sudan,,,Critically endangered
Ndunda,Nigeria,,,Severely endangered
Negidal,Russian Federation,,,Critically endangered
Neku,New Caledonia (France),,,Severely endangered
Nemadi,Mauritania,,,Critically endangered
Nemi,New Caledonia (France),,,Definitely endangered
Newar,Nepal,,,Definitely endangered
Nez Perce,United States of America,,,Critically endangered
Ngaanyatjarra,Australia,,,Vulnerable
Ngaatjatjara,Australia,,,Severely endangered
NgÃ¤bere (Costa Rica),Costa Rica,,,Definitely endangered
NgÃ¤bere (Panama),Panama,,,Vulnerable
Ngalakan,Australia,,,Critically endangered
Ngaliwuru,Australia,,,Critically endangered
Ngalkbun,Australia,,,Severely endangered
Nganasan,Russian Federation,,,Severely endangered
Ngandi,Australia,,,Critically endangered
Ngangikurunggurr,Australia,,,Severely endangered
Ngardi,Australia,,,Critically endangered
Ngarinman,Australia,,,Severely endangered
Ngarinyin,Australia,,,Definitely endangered
Ngarluma,Australia,,,Critically endangered
Ngatikese Men's Creole,Micronesia (Federated States of),,,Definitely endangered
Ngbinda,Democratic Republic of the Congo,,,Critically endangered
Ngile,Sudan,,,Severely endangered
Ngombe,Central African Republic,,,Definitely endangered
Nguon,Viet Nam,,,Vulnerable
Ngwaba,Nigeria,,,Severely endangered
Nheengatu / Yeral (Brazil),Brazil,,,Severely endangered
Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),,,Severely endangered
Nihali,India,,,Critically endangered
Nila (Seram Island),Indonesia,,,Definitely endangered
Ninam (Brazil),Brazil,,,Vulnerable
Ninam (Venezuela),Venezuela (Bolivarian Republic of),,,Vulnerable
Ningalami,Afghanistan,,,Severely endangered
Nisga'a,Canada,,,Severely endangered
Nisvai,Vanuatu,,,Critically endangered
Niuean,Niue,,,Definitely endangered
NivaclÃ©,Paraguay,,,Vulnerable
Nivat,Vanuatu,,,Critically endangered
Niviar,Vanuatu,,,Critically endangered
Nivkh (Amur),Russian Federation,,,Critically endangered
Nivkh (Sakhalin),Russian Federation,,,Severely endangered
Njalgulgule,Sudan,,,Severely endangered
Njerep,Cameroon,,,Critically endangered
Nocte,India,,,Vulnerable
Nogay (Caucasus),Russian Federation,,,Definitely endangered
Nogay (Crimea),Ukraine,,,Severely endangered
Nogay (Dobruja),Romania,,,Severely endangered
Nomatsiguenga,Peru,,,Severely endangered
Nonuya,Colombia,,,Critically endangered
Noon,Senegal,,,Vulnerable
Nootka,Canada,,,Severely endangered
Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),,,Definitely endangered
Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),,,Vulnerable
Norman,France,,,Severely endangered
North Alaskan Inupiaq (Canada),Canada,,,Severely endangered
North Alaskan Inupiaq (Kotzebue Sound),United States of America,,,Severely endangered
North Alaskan Inupiaq (North Slope),United States of America,,,Severely endangered
North Frisian,Germany,,,Severely endangered
North Greenlandic,Greenland (Kingdom of Denmark),,,Definitely endangered
North Saami,"Finland, Norway, Russian Federation, Sweden",,,Definitely endangered
North Slavey,Canada,,,Definitely endangered
Northern Algonquin,Canada,,,Vulnerable
Northern Alta,Philippines,,,Severely endangered
Northern Altay,Russian Federation,,,Severely endangered
Northern Cuicatec,Mexico,,,Vulnerable
Northern East Cree,Canada,,,Vulnerable
Northern Haida,"Canada, United States of America",,,Critically endangered
Northern Khanty,Russian Federation,,,Definitely endangered
Northern Mansi,Russian Federation,,,Severely endangered
Northern Paiute (Idaho),United States of America,,,Critically endangered
Northern Paiute (Nevada),United States of America,,,Definitely endangered
Northern Paiute (Oregon),United States of America,,,Critically endangered
Northern Pame,Mexico,,,Definitely endangered
Northern Pomo,United States of America,,,Critically endangered
Northern Popoloc,Mexico,,,Vulnerable
Northern Selkup,Russian Federation,,,Severely endangered
Northern Sierra Miwok,United States of America,,,Critically endangered
Northern Straits Salish,United States of America,,,Critically endangered
Northern TepehuÃ¡n,Mexico,,,Definitely endangered
Northern Tlapanec,Mexico,,,Vulnerable
Northern Totonac,Mexico,,,Critically endangered
Northern Tujia,China,,,Severely endangered
Northern Tutchone,Canada,,,Definitely endangered
Northwestern Ojibwe,Canada,,,Vulnerable
Northwestern OtomÃ­,Mexico,,,Vulnerable
Northwestern Tarahumara,Mexico,,,Vulnerable
Northwestern Tlapanec,Mexico,,,Vulnerable
Noy,Chad,,,Critically endangered
Nruanghmei,India,,,Vulnerable
Nubaca,Cameroon,,,Severely endangered
Nukak,Colombia,,,Definitely endangered
Nukuoro,Micronesia (Federated States of),,,Definitely endangered
Numao Bunu,China,,,Definitely endangered
Numbani,Papua New Guinea,,,Vulnerable
Nunatsiavummiutut,Canada,,,Definitely endangered
Nunavimmiutitut,Canada,,,Vulnerable
Nung Ven,Viet Nam,,,Vulnerable
Nunggubuyu,Australia,,,Severely endangered
Nupbikha,Bhutan,,,Vulnerable
Nupri,Nepal,,,Definitely endangered
Nusa Laut,Indonesia,,,Critically endangered
Nyah Kur,Thailand,,,Definitely endangered
Nyamal,Australia,,,Severely endangered
Nyangumarta,Australia,,,Vulnerable
Nyenkha,Bhutan,,,Vulnerable
Nyikina,Australia,,,Severely endangered
Nyishangba,Nepal,,,Definitely endangered
Nyishi,India,,,Vulnerable
Nyoe,Thailand,,,Definitely endangered
N|uu,South Africa,,,Critically endangered
O'odham (Akimel),United States of America,,,Definitely endangered
O'odham (Mexico),Mexico,,,Definitely endangered
O'odham (Tohono),United States of America,,,Definitely endangered
Obokuitai,Indonesia,,,Vulnerable
Ocaina (Colombia),Colombia,,,Severely endangered
Ocaina (Peru),Peru,,,Critically endangered
Ocopetatillo Mazatec,Mexico,,,Vulnerable
Ocoyoacac OtomÃ­,Mexico,,,Severely endangered
OfayÃ©,Brazil,,,Critically endangered
Oirata,Indonesia,,,Definitely endangered
Oji-Cree,Canada,,,Vulnerable
Ojibwe,United States of America,,,Severely endangered
Okanagan,"Canada, United States of America",,,Definitely endangered
Okinawan,Japan,,,Definitely endangered
Olonetsian,"Finland, Russian Federation",,,Definitely endangered
Olrat,Vanuatu,,,Critically endangered
Olultecan,Mexico,,,Severely endangered
Omagua (Brazil),Brazil,,,Critically endangered
Omagua (Peru),Peru,,,Critically endangered
Omaha-Ponca,United States of America,,,Critically endangered
Omotik,Kenya,,,Critically endangered
Oneida (Canada),"Canada, United States of America",,,Critically endangered
Oneida (New York),United States of America,,,Critically endangered
Oneida (Wisconsin),United States of America,,,Critically endangered
Ongamo,Kenya,,,Critically endangered
Onge,India,,,Critically endangered
Onin,Indonesia,,,Vulnerable
Onjab,Papua New Guinea,,,Vulnerable
Onondaga (Canada),"Canada, United States of America",,,Critically endangered
Onondaga (New York),United States of America,,,Critically endangered
Opuuo,Ethiopia,,,Critically endangered
