language,location,latitude,longitude,Degree of endangerment
Thavung (Thailand),Thailand,14.4845819,100.8519135,Severely endangered
Theen,Lao People's Democratic Republic,18.6507492,104.1529388,Severely endangered
Thompson,Canada,62.8329086,-95.9133224,Severely endangered
Thulung,Nepal,28.2591381,83.9441605,Definitely endangered
Thuri,Sudan,16.0857849,30.0873909,Vulnerable
Tialo,Indonesia,-1.248089,115.4189987,Vulnerable
Ticuna,"Brazil, Colombia, Peru",-3.83266,-49.67963,Definitely endangered
Tidikelt,Algeria,28.2136459,2.6547279,Critically endangered
Tilapa OtomÃ­,Mexico,23.9090939,-102.6334,Severely endangered
Tilung,Nepal,28.2591381,83.9441605,Critically endangered
Tima,Sudan,16.0857849,30.0873909,Severely endangered
Tinan,"China, India",31.8989391,75.2683029,Definitely endangered
Tindi,Russian Federation,63.1251869,103.7539825,Definitely endangered
Tingal,Sudan,16.0857849,30.0873909,Definitely endangered
Tinigua,Colombia,3.997607,-73.2779694,Critically endangered
Tipai (Mexico),Mexico,23.9090939,-102.6334,Severely endangered
Tipai (United States of America),United States of America,39.4432564,-98.9573364,Severely endangered
Tirahi,Afghanistan,33.8332481,66.0252838,Critically endangered
Tiri,New Caledonia (France),-20.0509777,165.0738678,Definitely endangered
Tirma,Sudan,16.0857849,30.0873909,Critically endangered
Tiwa,India,23.4060116,79.4580917,Definitely endangered
Tiwi,Australia,-25.5852413,134.5041199,Vulnerable
Tlachichilco Tepehua,Mexico,23.9090939,-102.6334,Definitely endangered
Tlahuica,Mexico,23.9090939,-102.6334,Severely endangered
Tlingit (Canada),Canada,62.8329086,-95.9133224,Critically endangered
Tlingit (United States of America),United States of America,39.4432564,-98.9573364,Critically endangered
Toba,Argentina,-37.0719643,-64.8545074,Definitely endangered
Toba-Maskoy,Paraguay,-23.2402897,-58.3951721,Severely endangered
Tobati,Indonesia,-1.248089,115.4189987,Severely endangered
Tobian,Palau,7.4419012,134.5420532,Critically endangered
Tocho,Sudan,16.0857849,30.0873909,Severely endangered
Toda,India,23.4060116,79.4580917,Critically endangered
Tofa,Russian Federation,63.1251869,103.7539825,Critically endangered
Tofanma,Indonesia,-1.248089,115.4189987,Vulnerable
TÃ¶itschu,Italy,42.7669792,12.4938231,Severely endangered
Tokelauan,Tokelau,-9.3748274,-171.2198486,Severely endangered
Tol,Honduras,14.9750328,-86.2647705,Critically endangered
Tolomako,Vanuatu,-16.3766842,167.5625,Definitely endangered
Tolowa,United States of America,39.4432564,-98.9573364,Critically endangered
Tomadino,Indonesia,-1.248089,115.4189987,Definitely endangered
Tombelala,Indonesia,-1.248089,115.4189987,Vulnerable
Toram,Chad,15.3676529,18.6675816,Severely endangered
ToratÃ¡n,Indonesia,-1.248089,115.4189987,Definitely endangered
Torlak,"Albania, Bulgaria, The former Yugoslav Republic of Macedonia, Romania, Serbia",41.6004562,21.7008953,Vulnerable
Torwali,Pakistan,29.9232197,69.3577423,Definitely endangered
Toto,India,23.4060116,79.4580917,Critically endangered
Totoli,Indonesia,-1.248089,115.4189987,Vulnerable
TotorÃ³,Colombia,3.997607,-73.2779694,Critically endangered
Touggourt Tamazight,Algeria,28.2136459,2.6547279,Severely endangered
Transylvanian Saxon,Romania,45.8377419,25.0059357,Severely endangered
Trio (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Trio (Suriname),Suriname,4.216929,-55.8892174,Vulnerable
Triw,Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
Trukhmen,"Russian Federation, Turkmenistan",63.1251869,103.7539825,Definitely endangered
Trumai,Brazil,-10.8104525,-52.9731178,Critically endangered
Ts'amay,Ethiopia,8.6267033,39.6375542,Definitely endangered
Ts'Ã¨xa,Botswana,-22.1867523,23.8149414,Definitely endangered
Tsafiki,Ecuador,-1.4215291,-78.8710403,Definitely endangered
Tsakhur,"Azerbaijan, Russian Federation",63.1251869,103.7539825,Definitely endangered
Tsakonian,Greece,39.6843719,21.8974094,Critically endangered
Tsez,Russian Federation,63.1251869,103.7539825,Definitely endangered
Tshangla,"Bhutan, China, India",27.4168797,90.434761,Vulnerable
Tsimshian,Canada,62.8329086,-95.9133224,Critically endangered
Tsou,China,36.5530853,103.9754333,Vulnerable
Tsum,Nepal,28.2591381,83.9441605,Definitely endangered
Tuahka,Nicaragua,12.9037733,-84.9218216,Severely endangered
Tuamotuan,French Polynesia (France),-7.3476038,-129.1758728,Severely endangered
Tubatulabal,United States of America,39.4432564,-98.9573364,Critically endangered
Tucano (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Tucano (Colombia),Colombia,3.997607,-73.2779694,Vulnerable
Tule-Kaweah Yokuts,United States of America,39.4432564,-98.9573364,Critically endangered
Tulishi,Sudan,16.0857849,30.0873909,Severely endangered
Tulu,India,23.4060116,79.4580917,Vulnerable
Tum,Lao People's Democratic Republic,18.6507492,104.1529388,Definitely endangered
Tumtum,Sudan,16.0857849,30.0873909,Severely endangered
Tundra Enets,Russian Federation,63.1251869,103.7539825,Critically endangered
Tundra Nenets,Russian Federation,63.1251869,103.7539825,Definitely endangered
Tundra Yukagir,Russian Federation,63.1251869,103.7539825,Critically endangered
Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",7.6653891,-66.1454163,Definitely endangered
Tunisian Judeo-Arabic (Israel),Israel,31.8141937,34.7533722,Severely endangered
Tunisian Judeo-Arabic (Tunisia),Tunisia,34.3352852,9.2452593,Critically endangered
Tuotomb,Cameroon,5.6854768,12.7228785,Severely endangered
Tupari,Brazil,-10.8104525,-52.9731178,Definitely endangered
Turaka,Papua New Guinea,-6.8891602,146.214447,Critically endangered
Turi,India,23.4060116,79.4580917,Definitely endangered
Turoyo,"Syrian Arab Republic, Turkey",35.0331268,38.4734726,Severely endangered
Tuscarora (Canada),Canada,62.8329086,-95.9133224,Critically endangered
Tuscarora (United States of America),United States of America,39.4432564,-98.9573364,Critically endangered
Tutuba,Vanuatu,-16.3766842,167.5625,Definitely endangered
Tuvaluan,Tuvalu,-7.4713058,178.6740265,Definitely endangered
Tuvan,"China, Mongolia, Russian Federation",63.1251869,103.7539825,Vulnerable
Tuwuli,Ghana,7.92133,-1.204386,Vulnerable
Tuyuca (Brazil),Brazil,-10.8104525,-52.9731178,Vulnerable
Tuyuca (Colombia),Colombia,3.997607,-73.2779694,Definitely endangered
Tuzantec,Mexico,23.9090939,-102.6334,Critically endangered
Tz'utujil,Guatemala,15.6705656,-90.3486557,Definitely endangered
U,China,36.5530853,103.9754333,Definitely endangered
Ubi,Chad,15.3676529,18.6675816,Severely endangered
Udege,Russian Federation,63.1251869,103.7539825,Critically endangered
Udi (Azerbaijan),Azerbaijan,40.3310051,47.8082008,Severely endangered
Udi (Georgia),Georgia,32.6483307,-83.4445572,Severely endangered
Udmurt,Russian Federation,63.1251869,103.7539825,Definitely endangered
Uhunduni,Indonesia,-1.248089,115.4189987,Vulnerable
Ujir,Indonesia,-1.248089,115.4189987,Definitely endangered
Ukhwejo,Central African Republic,6.5741229,20.4869232,Severely endangered
Ulcha,Russian Federation,63.1251869,103.7539825,Critically endangered
Ulithian,Micronesia (Federated States of),6.880383,158.2275238,Severely endangered
Ulwa,Nicaragua,12.9037733,-84.9218216,Severely endangered
Umbrul,Vanuatu,-16.3766842,167.5625,Critically endangered
Ume Saami,Sweden,62.6749725,16.7980595,Critically endangered
Umpila,Australia,-25.5852413,134.5041199,Severely endangered
Upland Yuman,United States of America,39.4432564,-98.9573364,Vulnerable
Upper Kuskokwim,United States of America,39.4432564,-98.9573364,Critically endangered
Upper Tanana (Canada),Canada,62.8329086,-95.9133224,Critically endangered
Upper Tanana (United States of America),United States of America,39.4432564,-98.9573364,Critically endangered
Ura,Vanuatu,-16.3766842,167.5625,Critically endangered
Urak Lawoi (Malaysia),Malaysia,2.549001,102.962616,Definitely endangered
Urak Lawoi (Thailand),Thailand,14.4845819,100.8519135,Definitely endangered
Urarina,Peru,-9.212533,-74.4221191,Vulnerable
Uru-eu-au-au,Brazil,-10.8104525,-52.9731178,Vulnerable
Uruak,Venezuela (Bolivarian Republic of),7.6653891,-66.1454163,Critically endangered
Urum,"Georgia, Russian Federation, Ukraine",63.1251869,103.7539825,Definitely endangered
Ushojo,Pakistan,29.9232197,69.3577423,Definitely endangered
Usku,Indonesia,-1.248089,115.4189987,Critically endangered
Uspantek,Guatemala,15.6705656,-90.3486557,Vulnerable
Usu,Papua New Guinea,-5.681607,144.248908,Severely endangered
"Ute (Colorado, Southern Ute)",United States of America,39.78373,-100.445882,Severely endangered
"Ute (Colorado, Ute Mountain)",United States of America,39.78373,-100.445882,Severely endangered
Ute (Utah),United States of America,39.78373,-100.445882,Severely endangered
Utsat,China,35.000074,104.999927,Definitely endangered
Vacacocha,Peru,-6.86997,-75.045851,Critically endangered
Vafsi,Iran (Islamic Republic of),32.94075,52.947134,Definitely endangered
Valle Nacional Chinantec,Mexico,19.43253,-99.13321,Definitely endangered
Valley Yokuts,United States of America,39.78373,-100.445882,Severely endangered
Vano,Solomon Islands,-9.735434,162.828854,Critically endangered
Vedda,Sri Lanka,7.878,80.703825,Definitely endangered
Vehes,Papua New Guinea,-5.681607,144.248908,Severely endangered
Venetan,"Croatia, Italy, Slovenia",39.78373,-100.445882,Vulnerable
Veps,Russian Federation,64.686314,97.745306,Severely endangered
Vera'a,Vanuatu,-16.525507,168.106915,Definitely endangered
Vidunda,United Republic of Tanzania,-6.524712,35.787844,Vulnerable
Vilamovian,Poland,52.097718,19.025816,Severely endangered
Voh-KonÃ© dialects,New Caledonia (France),-21.30199,165.488077,Definitely endangered
Vojvodina Rusyn,"Croatia, Serbia",39.78373,-100.445882,Definitely endangered
Volow,Vanuatu,-16.525507,168.106915,Critically endangered
VÃµro-Seto,"Estonia, Russian Federation",55.75529,37.602048,Definitely endangered
Vote,Russian Federation,64.686314,97.745306,Critically endangered
Vumbu,Gabon,-0.899969,11.68997,Definitely endangered
Wa,Myanmar,17.17505,95.999965,Severely endangered
Waanyi,Australia,-24.776109,134.755,Critically endangered
Wab,Papua New Guinea,-5.681607,144.248908,Vulnerable
Wagiman,Australia,-24.776109,134.755,Severely endangered
Waigali,Afghanistan,33.000087,64.999847,Definitely endangered
Waima'a,Timor-Leste,-8.515198,125.837576,Definitely endangered
WaimirÃ­-AtroarÃ­,Brazil,-10.333333,-53.2,Vulnerable
Waiwai (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Waiwai (Guyana),Guyana,4.84171,-58.641689,Vulnerable
Waiwai (Suriname),Suriname,4.141303,-56.077119,Critically endangered
WajÃ£pi,Brazil,-10.333333,-53.2,Vulnerable
Wajarri,Australia,-24.776109,134.755,Severely endangered
Wakhi,"China, Pakistan, Tajikistan, Afghanistan",39.78373,-100.445882,Definitely endangered
Wali,Sudan,14.584444,29.491769,Critically endangered
Walloon,"Belgium, France, Luxembourg",50.224179,5.33603,Definitely endangered
Walmajarri,Australia,-24.776109,134.755,Definitely endangered
Wambaya,Australia,-24.776109,134.755,Critically endangered
Wambule,Nepal,28.108318,84.091679,Vulnerable
Wampis,Peru,-6.86997,-75.045851,Vulnerable
Wanai,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Critically endangered
Wanano / Kotiria (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Wanano / Kotiria (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
Wancho,India,22.351115,78.667743,Vulnerable
Wangaaybuwan,Australia,-24.776109,134.755,Critically endangered
Wangkumara,Australia,-24.776109,134.755,Critically endangered
Wanka Quechua,Peru,-6.86997,-75.045851,Severely endangered
Wano,Indonesia,-4.799336,114.563203,Definitely endangered
Waotededo,Ecuador,-1.339767,-79.366696,Vulnerable
Wapishana (Brazil),Brazil,-10.333333,-53.2,Definitely endangered
Wapishana (Guyana),Guyana,4.84171,-58.641689,Vulnerable
Warao,"Guyana, Venezuela (Bolivarian Republic of)",39.78373,-100.445882,Definitely endangered
Warapu,Papua New Guinea,-5.681607,144.248908,Severely endangered
Wardaman,Australia,-24.776109,134.755,Severely endangered
Warekena (Brazil),Brazil,-10.333333,-53.2,Critically endangered
Warekena (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Severely endangered
Wari,Brazil,-10.333333,-53.2,Definitely endangered
Wari,Indonesia,-4.799336,114.563203,Definitely endangered
Warlpiri,Australia,-24.776109,134.755,Vulnerable
Warnang,Sudan,14.584444,29.491769,Severely endangered
Warnman,Australia,-24.776109,134.755,Severely endangered
Waru,Indonesia,-4.799336,114.563203,Definitely endangered
Warumungu,Australia,-24.776109,134.755,Severely endangered
Washo,United States of America,39.78373,-100.445882,Severely endangered
Wauja,Brazil,-10.333333,-53.2,Vulnerable
Waunana (Colombia),Colombia,2.893078,-73.784507,Vulnerable
Waunana (Panama),Panama,8.309607,-81.306625,Severely endangered
Waxiang,China,35.000074,104.999927,Vulnerable
Wayana (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Wayana (Suriname),Suriname,4.141303,-56.077119,Vulnerable
Welsh,United Kingdom of Great Britain and Northern Ireland,54.702355,-3.276575,Vulnerable
West Flemish,"Belgium, France, Netherlands",39.78373,-100.445882,Vulnerable
West Frisian,Netherlands,52.237989,5.534607,Vulnerable
West Greenlandic,Greenland (Kingdom of Denmark),39.78373,-100.445882,Vulnerable
Western Abenaki (Canada),Canada,61.066692,-107.991707,Critically endangered
Western Apache,United States of America,39.78373,-100.445882,Definitely endangered
Western Armenian (Middle East),"Iraq, Lebanon, Syrian Arab Republic",39.78373,-100.445882,Definitely endangered
Western Armenian (Turkey),Turkey,38.959759,34.924965,Definitely endangered
Western Cham,Cambodia,13.506639,104.869423,Vulnerable
Western Chocho,Mexico,19.43253,-99.13321,Severely endangered
Western Mari,Russian Federation,64.686314,97.745306,Severely endangered
Western Mazahua,Mexico,19.43253,-99.13321,Definitely endangered
Western Mazatec,Mexico,19.43253,-99.13321,Vulnerable
Western Montagnais,Canada,61.066692,-107.991707,Vulnerable
Western NÃ¡huatl,Mexico,19.43253,-99.13321,Severely endangered
Western Neo-Aramaic,Syrian Arab Republic,34.640186,39.049411,Definitely endangered
Western OtomÃ­,Mexico,19.43253,-99.13321,Severely endangered
Western Popoloc,Mexico,19.43253,-99.13321,Severely endangered
Western Tarahumara,Mexico,19.43253,-99.13321,Vulnerable
Western Tlapanec,Mexico,19.43253,-99.13321,Vulnerable
Western Zoque,Mexico,19.43253,-99.13321,Vulnerable
White Gelao (China),China,35.000074,104.999927,Severely endangered
White Gelao (Viet Nam),Viet Nam,13.290403,108.426511,Severely endangered
Wichi,"Argentina, Bolivia (Plurinational State of)",39.78373,-100.445882,Vulnerable
Wichita,United States of America,39.78373,-100.445882,Critically endangered
Wik Mungkan,Australia,-24.776109,134.755,Vulnerable
Wik Ngathan,Australia,-24.776109,134.755,Definitely endangered
Wik Ngencherr,Australia,-24.776109,134.755,Severely endangered
Winnebago (Nebraska),United States of America,39.78373,-100.445882,Severely endangered
Winnebago (Wisconsin),United States of America,39.78373,-100.445882,Severely endangered
Wintu-Nomlaki,United States of America,39.78373,-100.445882,Critically endangered
Wiradjuri,Australia,-24.776109,134.755,Critically endangered
Woleaian,Micronesia (Federated States of),5.560057,150.198285,Severely endangered
Woods Cree,Canada,61.066692,-107.991707,Vulnerable
Woria,Indonesia,-4.799336,114.563203,Critically endangered
Worrorra,Australia,-24.776109,134.755,Critically endangered
Wotapuri-Katarqalai,Afghanistan,33.000087,64.999847,Definitely endangered
Wotu,Indonesia,-4.799336,114.563203,Vulnerable
Wunai Bunu,China,35.000074,104.999927,Definitely endangered
Wunambal,Australia,-24.776109,134.755,Critically endangered
Wuse,China,35.000074,104.999927,Vulnerable
Wutun,China,35.000074,104.999927,Definitely endangered
XambioÃ¡,Brazil,-10.333333,-53.2,Critically endangered
Xaragure,New Caledonia (France),-21.30199,165.488077,Vulnerable
Xavante,Brazil,-10.333333,-53.2,Vulnerable
Xerente,Brazil,-10.333333,-53.2,Severely endangered
XetÃ¡,Brazil,-10.333333,-53.2,Critically endangered
Xinka,Guatemala,15.635609,-89.898809,Critically endangered
XipÃ¡ya,Brazil,-10.333333,-53.2,Critically endangered
Xiri,South Africa,-28.816624,24.991639,Critically endangered
Xokleng,Brazil,-10.333333,-53.2,Critically endangered
Yaeyama,Japan,36.574844,139.239418,Severely endangered
Yaghnobi,Tajikistan,38.628173,70.815654,Definitely endangered
Yagua,Peru,-6.86997,-75.045851,Definitely endangered
Yahgan,Chile,-31.761336,-71.31877,Critically endangered
Yakkha,Nepal,28.108318,84.091679,Critically endangered
Yakut,Russian Federation,64.686314,97.745306,Vulnerable
Yami,China,35.000074,104.999927,Vulnerable
"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru",39.78373,-100.445882,Severely endangered
Yaminahua (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Yamphu,Nepal,28.108318,84.091679,Definitely endangered
Yan-nhangu,Australia,-24.776109,134.755,Definitely endangered
Yanesha,Peru,-6.86997,-75.045851,Severely endangered
Yangkam,Nigeria,9.600036,7.999972,Critically endangered
Yankunytjatjara,Australia,-24.776109,134.755,Definitely endangered
YanomÃ¡m,Brazil,-10.333333,-53.2,Vulnerable
Yanomami (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Yanomami (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Yanyuwa,Australia,-24.776109,134.755,Severely endangered
Yapunda,Papua New Guinea,-5.681607,144.248908,Severely endangered
Yaqui (Mexico),Mexico,19.43253,-99.13321,Vulnerable
Yaqui (United States of America),United States of America,39.78373,-100.445882,Definitely endangered
Yarawata,Papua New Guinea,-5.681607,144.248908,Severely endangered
Yarawi,Papua New Guinea,-5.681607,144.248908,Critically endangered
Yasa,"Cameroon, Equatorial Guinea",3.753851,8.78132,Definitely endangered
YatÃª,Brazil,-10.333333,-53.2,Severely endangered
Yavapai,United States of America,39.78373,-100.445882,Severely endangered
Yaw,Myanmar,17.17505,95.999965,Definitely endangered
Yawalapiti,Brazil,-10.333333,-53.2,Critically endangered
YawanawÃ¡,Brazil,-10.333333,-53.2,Vulnerable
Yawarana,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Severely endangered
Yazgulami,Tajikistan,38.628173,70.815654,Severely endangered
Yazva Komi,Russian Federation,64.686314,97.745306,Severely endangered
Yecuana (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Yecuana (Venezuela),Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Yem,Ethiopia,10.21167,38.65212,Vulnerable
Yerong,China,35.000074,104.999927,Severely endangered
Yeyi,Botswana,-23.168178,24.592874,Definitely endangered
Yiddish (Europe),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slov",39.78373,-100.445882,Definitely endangered
Yiddish (Israel),Israel,30.876027,35.00152,Definitely endangered
Yidgha,Pakistan,30.33084,71.247499,Definitely endangered
Yiiji,Australia,-24.776109,134.755,Critically endangered
Yimas,Papua New Guinea,-5.681607,144.248908,Severely endangered
Yimchungru,India,22.351115,78.667743,Vulnerable
Yine,Peru,-6.86997,-75.045851,Definitely endangered
Yoki,Indonesia,-4.799336,114.563203,Severely endangered
Yonaguni,Japan,36.574844,139.239418,Severely endangered
Younuo Bunu,China,35.000074,104.999927,Definitely endangered
Yucatec,Belize,16.825979,-88.760093,Definitely endangered
Yuchi,United States of America,39.78373,-100.445882,Critically endangered
Yucuna,Colombia,2.893078,-73.784507,Definitely endangered
Yudja,Brazil,-10.333333,-53.2,Vulnerable
Yuhup (Brazil),Brazil,-10.333333,-53.2,Vulnerable
Yuhup (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
Yuki,Bolivia (Plurinational State of),-17.05687,-64.991229,Severely endangered
Yukpa,Venezuela (Bolivarian Republic of),8.001871,-66.110932,Vulnerable
Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",39.78373,-100.445882,Vulnerable
YuracarÃ©,Bolivia (Plurinational State of),-17.05687,-64.991229,Definitely endangered
Yurok,United States of America,39.78373,-100.445882,Critically endangered
Yurt Tatar,Russian Federation,64.686314,97.745306,Definitely endangered
YurutÃ­ (Colombia),Colombia,2.893078,-73.784507,Definitely endangered
Zaiwa,"China, India",39.78373,-100.445882,Definitely endangered
Zangskari,"India, Pakistan",39.78373,-100.445882,Definitely endangered
Zaozou,China,35.000074,104.999927,Vulnerable
Zaparo,"Ecuador, Peru",-8.053834,-79.070994,Critically endangered
Zapotec of AsunciÃ³n Tlacolulita,Mexico,19.43253,-99.13321,Critically endangered
Zapotec of Mixtepe,Mexico,19.43253,-99.13321,Critically endangered
Zapotec of Petapa,Mexico,19.43253,-99.13321,Definitely endangered
Zapotec of San Antonino el Alto,Mexico,19.43253,-99.13321,Definitely endangered
Zapotec of San Bartolo Yautepec,Mexico,19.43253,-99.13321,Severely endangered
Zapotec of San Felipe Tejalapan,Mexico,19.43253,-99.13321,Critically endangered
"Zapotec of the Southern mountains, eastern lowlands",Mexico,19.43253,-99.13321,Definitely endangered
"Zapotec of the Southern mountains, northeast",Mexico,19.43253,-99.13321,Definitely endangered
"Zapotec of the Southern mountains, northwest lowlands",Mexico,19.43253,-99.13321,Definitely endangered
Zapotec of the Valleys north,Mexico,19.43253,-99.13321,Severely endangered
"Zapotec of the Valleys, central",Mexico,19.43253,-99.13321,Severely endangered
"Zapotec of the Valleys, middle northwest",Mexico,19.43253,-99.13321,Definitely endangered
"Zapotec of the Valleys, west",Mexico,19.43253,-99.13321,Definitely endangered
Zapotec of ZimatlÃ¡n de Ãlvarez,Mexico,19.43253,-99.13321,Definitely endangered
Zaramo,United Republic of Tanzania,-6.524712,35.787844,Definitely endangered
Zay,Ethiopia,10.21167,38.65212,Severely endangered
Zazaki,Turkey,38.959759,34.924965,Vulnerable
Zazao,Solomon Islands,-9.735434,162.828854,Critically endangered
Zeme,India,22.351115,78.667743,Vulnerable
Zenaga (Mauritania),Mauritania,20.254038,-9.239926,Severely endangered
Zenaga (Western Sahara),Western Sahara,24.179732,-13.766785,Critically endangered
Zenatiya,Algeria,28.000027,2.999983,Critically endangered
Zhaba,China,35.000074,104.999927,Vulnerable
Zidgali,Oman,21.000029,57.00369,Critically endangered
Zirenkel,Chad,15.613414,19.015617,Definitely endangered
Zo'Ã©,Brazil,-10.333333,-53.2,Vulnerable
ZorÃ³,Brazil,-10.333333,-53.2,Vulnerable
Zumaya,Cameroon,4.612552,13.153581,Critically endangered
Zuni,United States of America,39.78373,-100.445882,Vulnerable
|Gui,Botswana,-23.168178,24.592874,Vulnerable
|Xaise,Botswana,-23.168178,24.592874,Critically endangered
ÇAni,Botswana,-23.168178,24.592874,Definitely endangered
ÇGana,Botswana,-23.168178,24.592874,Vulnerable
Ç‚Hoa,Botswana,-23.168178,24.592874,Critically endangered
